,RegionID,RegionName,SizeRank,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12
193,395103,"Sioux Falls, SD",193,57071.84,58360.44,59494.65,60474.59,58421.51189,59288.34658,60535.80638,61580.52598
194,394455,"Charleston, WV",194,42474.96,42624.26,42861.12,43083.55,43390.67224,43394.78894,43562.03774,43750.69544
195,394334,"Appleton, WI",195,59488.71,59748.15,60253,60934.25,60895.5376,60698.12059,61307.4275,62048.59206
196,394464,"Chico, CA",196,42023.91,42225.09,42477.7,42733.3,43073.63298,43237.93335,43418.55144,43710.06114
197,394459,"Charlottesville, VA",197,57082.94,57791.42,58581.46,59299.99,58313.58381,58836.12932,59539.45608,60218.24575
199,394361,"Cape Cod, MA",199,63843.71,64759.08,65922.38,67010.83,66386.86193,66088.28936,67211.81531,68316.23578
200,394803,"Longview, TX",200,47777.52,49041.35,50214.74,50974.49,48807.54945,49927.88221,51035.91318,51763.82603
201,394429,"Burlington, VT",201,61546,61748.67,62049.19,62443.29,63997.6249,63016.08933,63262.86609,63659.71773
202,395002,"Prescott, AZ",202,43578.31,44035.1,44525.52,44881.08,44666.86062,45091.35964,45511.72922,45906.93326
203,395114,"Springfield, IL",203,54887.24,54798.52,54969.17,55431.57,56185.24905,55669.79354,55931.13048,56445.28117
204,395174,"Tyler, TX",204,44032.08,43953.97,43981.99,43863.97,44981.36199,44748.53643,44701.23759,44543.20018
205,394773,"Las Cruces, NM",205,38398.91,39036.43,39877.71,40694.95,39358.08344,39972.78771,40760.97347,41625.12029
206,394585,"Fargo, ND",206,52772.47,53501.38,54265.72,54928.56,54020.4676,54352.02956,55215.3701,55933.07232
207,394691,"Houma, LA",207,46444.25,45365.77,44588.24,44035.88,47445.53566,46185.85787,45317.40173,44717.77219
208,395030,"Rochester, MN",208,65241.65,65720.39,66536.1,67357.81,66784.52686,66765.3167,67700.48175,68589.62365
209,394597,"Florence, SC",209,39423.94,39906.68,40389.28,40836.36,40273.87569,40628.0826,41049.77518,41468.70787
210,394848,"Medford, OR",210,44198.3,44645.91,45199.89,45627.89,45302.33747,45716.82099,46201.03605,46670.8132
211,753895,"Lafayette-West Lafayette, IN",211,45571.21,45687.4,46199.65,46974.52,46648.90753,46413.81054,47008.14388,47833.5719
212,394378,"Bellingham, WA",212,52803.9,53343.1,53992.57,54520.43,54122.89833,54622.62845,55188.46778,55766.61126
213,394765,"Lake Havasu City, AZ",213,37389.11,37585.8,37807.76,37913.32,38323.05946,38487.36179,38645.17552,38779.91017
214,395047,"Saginaw, MI",214,43855.35,44549.88,45316.62,46002.16,44892.46976,45258.20445,46109.66085,46843.42976
215,394763,"Lake Charles, LA",215,45436.02,45869.1,46568,47466.55,46415.56935,46698.28669,47329.5372,48201.56585
216,394726,"Johnson City, TN",216,38477.13,38669.94,38910.62,39194.53,39306.65353,39368.98575,39546.93431,39801.45426
217,394565,"Elkhart, IN",217,48716.51,49422.7,50333.11,51275.69,49868.58963,50208.50025,51213.93943,52213.40004
218,395247,"Yuma, AZ",218,39907.39,39983,40083.11,40058.5,40904.24404,40942.06286,40970.92294,40974.12286
219,395011,"Racine, WI",219,53895.6,54242.63,54716.67,55245.1,55170.15811,55105.06512,55674.21173,56255.40108
220,394346,"Athens, GA",220,40756.53,41577.6,42212.41,42497.22,41635.19483,42329.20822,42902.71924,43155.28616
222,395118,"St. Cloud, MN",222,54998.74,55115.4,55517.57,55928.54,56299.38588,55991.7118,56489.12748,56951.33957
223,394681,"Hilton Head Island, SC",223,52254.82,52629.31,52890,52985.01,53381.37499,53580.70262,53754.92232,53805.47878
224,753869,"Bloomington, IL",224,57682.96,57607.57,57551.54,57526.15,59047.08405,58523.50626,58558.69195,58578.16604
226,394960,"Panama City, FL",226,44283.02,44513.6,44784.44,44970.88,45237.71197,45318.28299,45516.81024,45667.25059
227,394748,"Kingston, NY",227,57461.88,57797.13,58290.8,58822.19,59750.81796,58983.44219,59430.96235,59968.07682
228,394519,"Daphne, AL",228,47674.64,48089.35,48745.11,49334.9,48702.45148,48958.67268,49542.24998,50098.84711
229,394623,"Gainesville, GA",229,51026.96,51973.17,53034.87,54041,52127.04371,52912.70142,53902.16141,54877.8207
230,395202,"Warner Robins, GA",230,46111.64,46493.36,47000.6,47486.28,47105.75496,47333.83159,47769.21161,48221.60137
231,394392,"Blacksburg, VA",231,42809.53,43408.38,44038.22,44580.19,43732.45519,44193.08366,44758.38713,45270.51079
232,394716,"Jacksonville, NC",232,46275.18,47093.34,48030.49,48924.99,47272.8207,47944.65757,48815.94364,49682.58968
233,395018,"Redding, CA",233,43060.61,43461.93,43919.33,44382.13,44136.2289,44504.44114,44892.11253,45396.57869
234,394872,"Monroe, LA",234,39779.9,40892.66,41762.45,42270.55,40637.50978,41631.88639,42445.40094,42925.10619
235,394729,"Joplin, MO",235,41782.67,42639.17,43167.65,43224.22,42770.77368,43317.11496,43923.08388,44014.68786
236,394559,"El Centro, CA",236,39639.31,39386.44,39174.39,38959.86,40629.46762,40331.19332,40042.07542,39850.37109
237,395151,"Terre Haute, IN",237,41115.92,41523.66,42189.58,42980.56,42088.25595,42183.86882,42927.89765,43766.5719
238,394896,"Muskegon, MI",238,41893.32,42345.35,42862.05,43299.27,42884.04041,43018.62335,43612.13588,44091.11035
239,394553,"East Stroudsburg, PA",239,61156.49,62410.74,63786.93,65117.84,63592.59915,63691.74862,65034.59611,66386.36935
240,395102,"Sioux City, IA",240,49166.32,49639.83,50219.19,50898.66,50329.03703,50429.08253,51098.02583,51829.47506
241,394651,"Greenville, NC",241,40939.76,41359.86,41877.14,42351.25,41822.37506,42107.53208,42561.96649,43007.05583
242,395210,"Waterloo, IA",242,51781.86,52439.18,53314.5,54425.84,53006.43101,53272.94102,54247.50375,55421.15877
243,394944,"Oshkosh, WI",243,51558.3,52039.34,52644.99,53305.37,52777.58412,52866.74373,53566.27733,54280.19805
244,395246,"Yuba City, CA",244,47450.2,47912.42,48361.72,48735.21,48635.46728,49061.684,49432.89838,49849.15766
245,394299,"Abilene, TX",245,43818.85,43981.57,44442.82,44966.8,44763.53499,44776.63536,45169.60365,45663.10742
246,394485,"Columbia, MO",246,49235.64,49782.31,50390.54,50931.51,50399.99635,50573.8279,51272.37445,51862.92581
247,394539,"Dover, DE",247,54527.2,55032.86,55513.13,55834.81,55702.74494,56027.70217,56420.94897,56699.40771
248,394555,"Eau Claire, WI",248,48504.75,48619.24,48944.24,49424.45,49651.82179,49392.26557,49800.7642,50328.30528
249,394720,"Janesville, WI",249,49524.16,50176.88,50953.26,51785.69,50695.33946,50974.6714,51844.94205,52732.72672
250,394710,"Jackson, MI",250,44580.42,45086.86,45662.64,46154.07,45634.68669,45803.72221,46461.7362,46998.11783
251,395009,"Punta Gorda, FL",251,42803.68,42952.97,43143.49,43255.87,43726.47907,43729.44111,43849.0254,43925.6838
252,394393,"Bloomington, IN",252,43828.32,44497.82,45337.07,46189.21,44864.80054,45205.31672,46130.46873,47033.90046
253,395007,"Pueblo, CO",253,40747.45,40938.32,41166.55,41335.69,41765.28805,41920.2979,42078.36038,42280.50577
254,394386,"Billings, MT",254,50409.77,50825.29,51360.76,51848.18,51668.96492,52044.42433,52498.36502,53033.28126
255,394406,"Bowling Green, KY",255,46089.05,46840.84,47706.01,48472.16,47082.67794,47687.59306,48486.15734,49222.74764
256,394380,"Bend, OR",256,50593.03,51493.44,52524.07,53413.46,51856.80261,52728.60109,53687.44153,54634.33909
257,394306,"Albany, GA",257,37821.82,38777.97,39589.42,40099.87,38637.21579,39478.96864,40236.83488,40720.81338
258,395193,"Vineland, NJ",258,45446.57,45381.14,45341.66,45186.62,47256.8898,46312.60839,46228.53844,46066.87883
259,394917,"Niles, MI",259,43503.58,43836.97,44234.73,44548.72,44532.38088,44533.95948,45008.83778,45363.40981
260,394731,"Kahului, HI",260,66273.24,66727.17,67284.6,67663,67928.69146,68327.73901,68774.90697,69209.58286
262,395125,"State College, PA",262,50854.27,51159.95,51553.08,51900.7,52880.00026,52210.03108,52561.4532,52911.7526
263,394359,"Bangor, ME",263,41932.58,42087.12,42295.5,42652.79,43602.92344,42950.97714,43122.79584,43483.68851
264,394314,"Alexandria, LA",264,39964.19,39926.25,40202.39,40742.35,40825.77287,40648.00637,40859.82892,41373.24214
265,394523,"Decatur, AL",265,43803.16,44355.05,44950.93,45289.96,44747.50673,45156.86684,45686.02289,45991.27152
266,394662,"Hanford, CA",266,43255.89,42920.11,42627.84,42332.15,44336.38684,43949.62463,43572.01693,43299.742
267,394707,"Iowa City, IA",267,57420,59060.36,60621.24,62074.58,58777.90541,59999.39501,61682.1117,63209.77598
268,395036,"Rocky Mount, NC",268,39243.78,40160.95,40908.33,41317.83,40089.83164,40886.9491,41577.31332,41957.6334
269,394873,"Monroe, MI",269,56124.93,56864.51,57693.45,58417.11,57452.20875,57768.63192,58703.08538,59485.41958
270,395223,"Wichita Falls, TX",270,43876.06,43627.64,43737.86,43978.09,44821.97837,44416.30728,44453.11527,44659.08732
271,394428,"Burlington, NC",271,39462.1,39504.06,39630,39707.84,40312.85837,40218.18434,40278.0785,40322.71283
272,394814,"Madera, CA",272,42190.72,42326.63,42513.02,42701.63,43244.60976,43341.90897,43454.65375,43677.66726
273,394723,"Jefferson City, MO",273,50106.66,51199.06,51917.77,52088.27,51291.6148,52013.10363,52826.33098,53040.84019
274,394453,"Chambersburg, PA",274,49702.69,49528.89,49431.61,49284.81,51682.54819,50545.49283,50398.48746,50244.9037
275,395152,"Texarkana, TX",275,40409.86,40609.63,40926.69,41145.71,41281.05101,41343.73999,41595.97357,41782.84813
276,394563,"Elizabethtown, KY",276,48775.37,49317.26,49975.3,50528.06,49826.91197,50208.7799,50792.55756,51310.4831
278,395221,"Wheeling, OH",278,40538.54,40588.99,40976.03,41608.91,41497.22169,41234.33796,41693.11053,42369.8377
279,394598,"Florence, AL",279,41475.64,41381.31,41613.14,41919.63,42369.80803,42129.36984,42293.64924,42568.75222
280,394639,"Grand Junction, CO",280,49147.8,49815.86,50538.19,51194.15,50375.47194,51010.78137,51657.57567,52364.302
282,394537,"Dothan, AL",282,38104.48,38092.54,38352.82,38651.15,38925.96962,38781.14795,38980.01248,39249.66007
283,395066,"Santa Fe, NM",283,51761.52,52333.49,53171.18,53969.81,53054.48053,53588.80117,54348.88456,55203.40566
284,394727,"Johnstown, PA",284,42416.13,42921.75,43505.05,44053.06,44105.73518,43802.7383,44356.00452,44911.23649
286,394671,"Hattiesburg, MS",286,41106.41,41647.03,42341.69,43017.84,41992.61784,42399.89332,43034.11339,43683.96792
287,394515,"Dalton, GA",287,39431.25,40701.41,41716.74,42296.8,40281.34328,41437.17912,42398.94343,42951.76267
288,394860,"Midland, TX",288,74656.15,76530.52,78626.08,80483.68,76265.6524,77913.98051,79911.87035,81729.96355
289,394685,"Homosassa Springs, FL",289,35935.39,35756.41,35605.74,35386.46,36710.11648,36402.78717,36188.00885,35934.41659
290,394351,"Auburn, AL",290,40429.37,40016.78,39788.91,39492.94,41300.98163,40740.1729,40439.58719,40104.48512
291,395182,"Valdosta, GA",291,35875.42,35924.57,36379.25,37168.39,36648.8536,36573.98704,36974.16823,37743.93964
292,394480,"Coeur d'Alene, ID",292,48829.65,48781.08,48716.58,48776.69,50049.37481,49951.18035,49795.61828,49891.58577
293,395117,"Springfield, OH",293,41567.54,41637.5,41801.05,41909.91,42550.55615,42299.51883,42532.56838,42676.34227
294,395119,"St. George, UT",294,49373.03,49698.49,50205.38,50647.1,50606.328,50890.59605,51317.39416,51804.748
295,395079,"Vero Beach, FL",295,45163.98,45865.45,46621.71,47300.87,46137.66448,46694.57071,47384.12554,48033.32031
296,394930,"Odessa, TX",296,57566.13,58274.24,59140.56,59823.08,58807.19085,59327.67737,60107.69917,60749.43576
297,394900,"Napa, CA",297,72580.34,73556.8,74632.98,75721.88,74393.33767,75321.18974,76286.04847,77452.66583
299,394368,"Battle Creek, MI",299,45062.58,45723.62,46457.78,47108.03,46128.24912,46450.60643,47270.79115,47969.52348
302,395013,"Rapid City, SD",302,49318.32,49634.3,49960.3,50318.94,50484.63162,50423.4646,50834.60525,51239.15337
303,394595,"Flagstaff, AZ",303,49226.66,49588.13,49984.74,50228.47,50456.3018,50777.58887,51091.86714,51376.54931
305,395215,"Wausau, WI",305,52654.11,53013.53,53497.46,54034.89,53899.30855,53856.42295,54433.66555,55023.05923
306,394756,"La Crosse, WI",306,50008.33,50436.96,50809.37,51013.18,51190.95943,51238.88656,51698.53398,51946.08936
307,394783,"Lebanon, PA",307,53877.98,53968.99,54148.24,54276.78,56024.1568,55076.72789,55207.37428,55334.11987
