State FIPS Code,County FIPS Code,"Poverty Estimate, All Ages",Median Household Income
53,0,913463,61358
53,1,3598,47423
53,3,3573,44055
53,5,26893,58750
53,7,10298,49174
53,9,11518,47185
53,11,44213,61747
53,13,607,45465
53,15,20701,44235
53,17,6120,51151
53,19,1700,39992
53,21,14661,55006
53,23,310,46404
53,25,14508,50388
53,27,13322,43205
53,29,7964,59358
53,31,4183,50964
53,33,230750,75738
53,35,27550,61898
53,37,7459,48127
53,39,3029,49348
53,41,12695,44243
53,43,1274,49955
53,45,9040,52313
53,47,9427,37782
53,49,3606,40189
53,51,2868,42579
53,53,106432,60397
53,55,2018,54721
53,57,18627,51395
53,59,1421,52673
53,61,73930,71890
53,63,76910,50083
53,65,8368,43823
53,67,31197,61653
53,69,558,51022
53,71,8682,49819
53,73,31842,53733
53,75,11567,41837
53,77,50044,44342
54,0,328734,41030
54,1,3409,35615
54,3,14356,56737
54,5,5172,37625
54,7,3124,33817
54,9,3416,43572
54,11,20377,34887
54,13,1623,32162
54,15,2214,32961
54,17,1305,41838
54,19,9215,36739
54,21,1851,32705
54,23,1959,41039
54,25,7308,36996
54,27,4855,35980
54,29,3841,48178
54,31,2103,41010
54,33,9412,42121
54,35,4817,41121
54,37,5526,66950
54,39,31400,43936
54,41,3212,40568
54,43,5215,34295
54,45,6972,36437
54,47,6981,24707
54,49,9920,43729
54,51,4820,43356
54,53,5397,35799
54,55,12413,35046
54,57,4307,40012
54,59,7163,29839
54,61,21601,43835
54,63,2595,36351
54,65,2246,44446
54,67,5001,36375
54,69,7506,40195
54,71,1197,38204
54,73,1152,44801
54,75,1460,34341
54,77,5501,41420
54,79,5631,59472
54,81,13163,40270
54,83,5609,37468
54,85,1739,46383
54,87,3336,33041
54,89,3134,32456
54,91,2765,40305
54,93,1152,36466
54,95,1415,41019
54,97,4599,38387
54,99,8169,37242
54,101,2278,29331
54,103,2914,40013
54,105,1178,38600
54,107,14609,41932
54,109,5100,34419
55,0,737307,52632
55,1,3352,42063
55,3,2303,41294
55,5,6130,46375
55,7,2011,44395
55,9,29879,54141
55,11,1375,50998
55,13,2505,41810
55,15,2891,68430
55,17,6497,52485
55,19,5412,45316
55,21,4866,59020
55,23,2293,43562
55,25,67242,61937
55,27,8158,54359
55,29,3016,49717
55,31,5896,46475
55,33,5677,52224
55,35,13916,48102
55,37,565,44562
55,39,9698,52149
55,41,1519,41418
55,43,7043,46972
55,45,3174,53328
55,47,2111,51175
55,49,2090,58419
55,51,903,39408
55,53,2698,47985
55,55,8594,56365
55,57,3274,45158
55,59,25089,53945
55,61,1807,56160
55,63,14121,49790
55,65,1952,52260
55,67,3033,40968
55,69,2982,48881
55,71,8558,48430
55,73,13287,54400
55,75,5417,43701
55,77,1929,43661
55,78,1295,36774
55,79,205183,42946
55,81,6394,52978
55,83,3887,52776
55,85,4391,49040
55,87,17857,59377
55,89,4276,77364
55,91,866,53828
55,93,4153,68471
55,95,4781,52411
55,97,10259,52075
55,99,1741,42659
55,101,24966,54782
55,103,2343,44026
55,105,23554,51237
55,107,2387,39999
55,109,4199,75920
55,111,7429,50243
55,113,2731,40701
55,115,4548,47841
55,117,10165,55335
55,119,2363,48683
55,121,3521,50266
55,123,5395,46943
55,125,3126,41211
55,127,13748,52852
55,129,2072,42079
55,131,7761,69346
55,133,22536,76584
55,135,5228,52850
55,137,3184,46835
55,139,19505,52711
55,141,8201,51003
56,0,63860,58291
56,1,8547,42838
56,3,1251,50437
56,5,3391,79358
56,7,1851,58225
56,9,1299,63166
56,11,602,59701
56,13,5558,48624
56,15,1762,45721
56,17,513,44427
56,19,824,51434
56,21,10165,57192
56,23,1656,63575
56,25,8262,57427
56,27,326,45251
56,29,3049,55354
56,31,1130,49713
56,33,2890,54716
56,35,675,77222
56,37,4346,72604
56,39,1751,75348
56,41,2081,56800
56,43,1030,50802
56,45,901,55520
